Fri, 28 Aug 1998 17:04:39 -0300 (ADT)
File: abs_xsx_H2OH2O_CFT98.txt

These data are (apparently) computed from the fourier smoothed 
data. These data were used to create the actual figures printed
in TGC98. I have never used these data.

    Wavenumber   log(absorption cross-section/10^{-20} cm^2) 
     (cm^{-1}) 
    10400.00   -2.43033
    10403.01   -2.42822
    10406.01   -2.42653
    10409.02   -2.42520
    10412.03   -2.42417
    10415.04   -2.42336
    10418.04   -2.42269
    10421.05   -2.42207
    10424.06   -2.42144
    10427.07   -2.42072
    10430.08   -2.41981
    10433.08   -2.41867
    10436.09   -2.41721
    10439.10   -2.41539
    10442.11   -2.41315
    10445.11   -2.41046
    10448.12   -2.40727
    10451.13   -2.40358
    10454.13   -2.39936
    10457.14   -2.39462
    10460.15   -2.38937
    10463.16   -2.38363
    10466.17   -2.37742
    10469.17   -2.37078
    10472.18   -2.36377
    10475.19   -2.35642
    10478.20   -2.34880
    10481.20   -2.34096
    10484.21   -2.33298
    10487.22   -2.32491
    10490.23   -2.31682
    10493.23   -2.30877
    10496.24   -2.30083
    10499.25   -2.29304
    10502.26   -2.28547
    10505.26   -2.27815
    10508.27   -2.27112
    10511.28   -2.26441
    10514.29   -2.25804
    10517.29   -2.25203
    10520.30   -2.24637
    10523.31   -2.24107
    10526.32   -2.23609
    10529.32   -2.23142
    10532.33   -2.22702
    10535.34   -2.22285
    10538.35   -2.21886
    10541.35   -2.21500
    10544.36   -2.21121
    10547.37   -2.20742
    10550.38   -2.20357
     10553.4   -2.19959
     10556.4   -2.19541
     10559.4   -2.19096
     10562.4   -2.18618
     10565.4   -2.18101
     10568.4   -2.17538
     10571.4   -2.16925
     10574.4   -2.16256
     10577.4   -2.15527
     10580.5   -2.14736
     10583.5   -2.13878
     10586.5   -2.12954
     10589.5   -2.11960
     10592.5   -2.10897
     10595.5   -2.09765
     10598.5   -2.08565
     10601.5   -2.07298
     10604.5   -2.05967
     10607.5   -2.04574
     10610.5   -2.03121
     10613.5   -2.01613
     10616.5   -2.00052
     10619.5   -1.98442
     10622.6   -1.96786
     10625.6   -1.95088
     10628.6   -1.93351
     10631.6   -1.91578
     10634.6   -1.89770
     10637.6   -1.87931
     10640.6   -1.86062
     10643.6   -1.84164
     10646.6   -1.82238
     10649.6   -1.80284
     10652.6   -1.78300
     10655.6   -1.76287
     10658.6   -1.74243
     10661.7   -1.72166
     10664.7   -1.70053
     10667.7   -1.67903
     10670.7   -1.65712
     10673.7   -1.63478
     10676.7   -1.61198
     10679.7   -1.58869
     10682.7   -1.56489
     10685.7   -1.54056
     10688.7   -1.51568
     10691.7   -1.49024
     10694.7   -1.46424
     10697.7   -1.43768
     10700.8   -1.41057
     10703.8   -1.38293
     10706.8   -1.35479
     10709.8   -1.32619
     10712.8   -1.29719
     10715.8   -1.26784
     10718.8   -1.23820
     10721.8   -1.20837
     10724.8   -1.17843
     10727.8   -1.14847
     10730.8   -1.11861
     10733.8   -1.08896
     10736.8   -1.05963
     10739.8   -1.03074
     10742.9   -1.00244
     10745.9  -0.974829
     10748.9  -0.948054
     10751.9  -0.922238
     10754.9  -0.897509
     10757.9  -0.873986
     10760.9  -0.851787
     10763.9  -0.831020
     10766.9  -0.811789
     10769.9  -0.794185
     10772.9  -0.778289
     10775.9  -0.764173
     10778.9  -0.751893
     10782.0  -0.741496
     10785.0  -0.733012
     10788.0  -0.726460
     10791.0  -0.721842
     10794.0  -0.719149
     10797.0  -0.718355
     10800.0  -0.719424
     10803.0  -0.722303
     10806.0  -0.726930
     10809.0  -0.733228
     10812.0  -0.741114
     10815.0  -0.750490
     10818.0  -0.761253
     10821.1  -0.773291
     10824.1  -0.786488
     10827.1  -0.800719
     10830.1  -0.815862
     10833.1  -0.831786
     10836.1  -0.848364
     10839.1  -0.865467
     10842.1  -0.882968
     10845.1  -0.900743
     10848.1  -0.918674
     10851.1  -0.936641
     10854.1  -0.954537
     10857.1  -0.972257
     10860.2  -0.989705
     10863.2   -1.00679
     10866.2   -1.02343
     10869.2   -1.03956
     10872.2   -1.05510
     10875.2   -1.06999
     10878.2   -1.08420
     10881.2   -1.09767
     10884.2   -1.11037
     10887.2   -1.12226
     10890.2   -1.13334
     10893.2   -1.14358
     10896.2   -1.15297
     10899.2   -1.16150
     10902.3   -1.16917
     10905.3   -1.17599
     10908.3   -1.18194
     10911.3   -1.18704
     10914.3   -1.19129
     10917.3   -1.19469
     10920.3   -1.19726
     10923.3   -1.19900
     10926.3   -1.19991
     10929.3   -1.20000
     10932.3   -1.19927
     10935.3   -1.19772
     10938.3   -1.19535
     10941.4   -1.19216
     10944.4   -1.18814
     10947.4   -1.18329
     10950.4   -1.17761
     10953.4   -1.17108
     10956.4   -1.16371
     10959.4   -1.15547
     10962.4   -1.14638
     10965.4   -1.13642
     10968.4   -1.12558
     10971.4   -1.11387
     10974.4   -1.10129
     10977.4   -1.08784
     10980.5   -1.07353
     10983.5   -1.05837
     10986.5   -1.04238
     10989.5   -1.02558
     10992.5   -1.00799
     10995.5  -0.989650
     10998.5  -0.970597
     11001.5  -0.950873
     11004.5  -0.930531
     11007.5  -0.909623
     11010.5  -0.888213
     11013.5  -0.866367
     11016.5  -0.844158
     11019.5  -0.821665
     11022.6  -0.798967
     11025.6  -0.776151
     11028.6  -0.753307
     11031.6  -0.730525
     11034.6  -0.707898
     11037.6  -0.685522
     11040.6  -0.663491
     11043.6  -0.641900
     11046.6  -0.620840
     11049.6  -0.600402
     11052.6  -0.580672
     11055.6  -0.561733
     11058.6  -0.543663
     11061.7  -0.526533
     11064.7  -0.510410
     11067.7  -0.495350
     11070.7  -0.481403
     11073.7  -0.468610
     11076.7  -0.457005
     11079.7  -0.446610
     11082.7  -0.437439
     11085.7  -0.429493
     11088.7  -0.422769
     11091.7  -0.417248
     11094.7  -0.412905
     11097.7  -0.409705
     11100.8  -0.407602
     11103.8  -0.406543
     11106.8  -0.406468
     11109.8  -0.407308
     11112.8  -0.408987
     11115.8  -0.411425
     11118.8  -0.414537
     11121.8  -0.418233
     11124.8  -0.422421
     11127.8  -0.427007
     11130.8  -0.431898
     11133.8  -0.437000
     11136.8  -0.442220
     11139.8  -0.447470
     11142.9  -0.452663
     11145.9  -0.457719
     11148.9  -0.462562
     11151.9  -0.467125
     11154.9  -0.471344
     11157.9  -0.475168
     11160.9  -0.478551
     11163.9  -0.481457
     11166.9  -0.483859
     11169.9  -0.485741
     11172.9  -0.487093
     11175.9  -0.487919
     11178.9  -0.488229
     11182.0  -0.488044
     11185.0  -0.487392
     11188.0  -0.486311
     11191.0  -0.484843
     11194.0  -0.483041
     11197.0  -0.480960
     11200.0  -0.478664
     11203.0  -0.476216
     11206.0  -0.473686
     11209.0  -0.471144
     11212.0  -0.468661
     11215.0  -0.466309
     11218.0  -0.464157
     11221.1  -0.462273
     11224.1  -0.460722
     11227.1  -0.459562
     11230.1  -0.458852
     11233.1  -0.458639
     11236.1  -0.458968
     11239.1  -0.459876
     11242.1  -0.461392
     11245.1  -0.463539
     11248.1  -0.466330
     11251.1  -0.469774
     11254.1  -0.473869
     11257.1  -0.478608
     11260.2  -0.483975
     11263.2  -0.489948
     11266.2  -0.496500
     11269.2  -0.503598
     11272.2  -0.511200
     11275.2  -0.519269
     11278.2  -0.527755
     11281.2  -0.536611
     11284.2  -0.545790
     11287.2  -0.555237
     11290.2  -0.564906
     11293.2  -0.574745
     11296.2  -0.584708
     11299.2  -0.594749
     11302.3  -0.604827
     11305.3  -0.614905
     11308.3  -0.624948
     11311.3  -0.634929
     11314.3  -0.644823
     11317.3  -0.654614
     11320.3  -0.664288
     11323.3  -0.673839
     11326.3  -0.683266
     11329.3  -0.692572
     11332.3  -0.701767
     11335.3  -0.710864
     11338.3  -0.719881
     11341.4  -0.728842
     11344.4  -0.737769
     11347.4  -0.746691
     11350.4  -0.755638
     11353.4  -0.764641
     11356.4  -0.773730
     11359.4  -0.782939
     11362.4  -0.792298
     11365.4  -0.801836
     11368.4  -0.811583
     11371.4  -0.821564
     11374.4  -0.831800
     11377.4  -0.842314
     11380.5  -0.853119
     11383.5  -0.864230
     11386.5  -0.875655
     11389.5  -0.887401
     11392.5  -0.899468
     11395.5  -0.911852
     11398.5  -0.924550
     11401.5  -0.937552
     11404.5  -0.950846
     11407.5  -0.964417
     11410.5  -0.978247
     11413.5  -0.992320
     11416.5   -1.00661
     11419.5   -1.02111
     11422.6   -1.03579
     11425.6   -1.05062
     11428.6   -1.06560
     11431.6   -1.08069
     11434.6   -1.09589
     11437.6   -1.11118
     11440.6   -1.12653
     11443.6   -1.14195
     11446.6   -1.15741
     11449.6   -1.17292
     11452.6   -1.18847
     11455.6   -1.20404
     11458.6   -1.21966
     11461.7   -1.23530
     11464.7   -1.25098
     11467.7   -1.26670
     11470.7   -1.28246
     11473.7   -1.29827
     11476.7   -1.31413
     11479.7   -1.33005
     11482.7   -1.34604
     11485.7   -1.36208
     11488.7   -1.37820
     11491.7   -1.39438
     11494.7   -1.41062
     11497.7   -1.42692
     11500.8   -1.44326
     11503.8   -1.45965
     11506.8   -1.47605
     11509.8   -1.49247
     11512.8   -1.50887
     11515.8   -1.52524
     11518.8   -1.54155
     11521.8   -1.55777
     11524.8   -1.57388
     11527.8   -1.58984
     11530.8   -1.60562
     11533.8   -1.62120
     11536.8   -1.63654
     11539.8   -1.65160
     11542.9   -1.66637
     11545.9   -1.68081
     11548.9   -1.69490
     11551.9   -1.70861
     11554.9   -1.72193
     11557.9   -1.73484
     11560.9   -1.74732
     11563.9   -1.75938
     11566.9   -1.77101
     11569.9   -1.78221
     11572.9   -1.79299
     11575.9   -1.80336
     11578.9   -1.81334
     11582.0   -1.82295
     11585.0   -1.83222
     11588.0   -1.84118
     11591.0   -1.84985
     11594.0   -1.85827
     11597.0   -1.86649
     11600.0   -1.87454
     11603.0   -1.88247
     11606.0   -1.89031
     11609.0   -1.89810
     11612.0   -1.90589
     11615.0   -1.91371
     11618.0   -1.92160
     11621.1   -1.92959
     11624.1   -1.93771
     11627.1   -1.94599
     11630.1   -1.95445
     11633.1   -1.96310
     11636.1   -1.97196
     11639.1   -1.98103
     11642.1   -1.99032
     11645.1   -1.99982
     11648.1   -2.00953
     11651.1   -2.01943
     11654.1   -2.02950
     11657.1   -2.03974
     11660.2   -2.05010
     11663.2   -2.06057
     11666.2   -2.07112
     11669.2   -2.08171
     11672.2   -2.09231
     11675.2   -2.10290
     11678.2   -2.11343
     11681.2   -2.12388
     11684.2   -2.13422
     11687.2   -2.14442
     11690.2   -2.15446
     11693.2   -2.16430
     11696.2   -2.17394
     11699.2   -2.18336
     11702.3   -2.19254
     11705.3   -2.20148
     11708.3   -2.21017
     11711.3   -2.21862
     11714.3   -2.22684
     11717.3   -2.23482
     11720.3   -2.24259
     11723.3   -2.25017
     11726.3   -2.25757
     11729.3   -2.26482
     11732.3   -2.27194
     11735.3   -2.27896
     11738.3   -2.28593
     11741.4   -2.29286
     11744.4   -2.29979
     11747.4   -2.30676
     11750.4   -2.31381
     11753.4   -2.32097
     11756.4   -2.32827
     11759.4   -2.33576
     11762.4   -2.34347
     11765.4   -2.35143
     11768.4   -2.35969
     11771.4   -2.36827
     11774.4   -2.37722
     11777.4   -2.38656
     11780.5   -2.39634
     11783.5   -2.40658
     11786.5   -2.41733
     11789.5   -2.42863
     11792.5   -2.44050
     11795.5   -2.45299
     11798.5   -2.46614
     11801.5   -2.47999
     11804.5   -2.49458
     11807.5   -2.50995
     11810.5   -2.52615
     11813.5   -2.54322
     11816.5   -2.56122
     11819.5   -2.58018
     11822.6   -2.60015
     11825.6   -2.62119
     11828.6   -2.64332
     11831.6   -2.66660
     11834.6   -2.69107
     11837.6   -2.71675
     11840.6   -2.74369
     11843.6   -2.77191
     11846.6   -2.80142
     11849.6   -2.83224
     11852.6   -2.86437
     11855.6   -2.89782
     11858.6   -2.93255
     11861.7   -2.96855
     11864.7   -3.00578
     11867.7   -3.04418
     11870.7   -3.08370
     11873.7   -3.12427
     11876.7   -3.16578
     11879.7   -3.20815
     11882.7   -3.25126
     11885.7   -3.29498
     11888.7   -3.33919
     11891.7   -3.38373
     11894.7   -3.42845
     11897.7   -3.47318
     11900.8   -3.51777
     11903.8   -3.56203
     11906.8   -3.60579
     11909.8   -3.64888
     11912.8   -3.69111
     11915.8   -3.73231
     11918.8   -3.77232
     11921.8   -3.81097
     11924.8   -3.84811
     11927.8   -3.88361
     11930.8   -3.91734
     11933.8   -3.94918
     11936.8   -3.97905
     11939.8   -4.00687
     11942.9   -4.03257
     11945.9   -4.05613
     11948.9   -4.07753
     11951.9   -4.09677
     11954.9   -4.11389
     11957.9   -4.12893
     11960.9   -4.14197
     11963.9   -4.15310
     11966.9   -4.16242
     11969.9   -4.17006
     11972.9   -4.17617
     11975.9   -4.18091
     11978.9   -4.18444
     11982.0   -4.18694
     11985.0   -4.18860
     11988.0   -4.18960
     11991.0   -4.19014
     11994.0   -4.19040
     11997.0   -4.19057
     12000.0   -4.19083
     12003.0   -4.19133
     12006.0   -4.19223
     12009.0   -4.19367
     12012.0   -4.19577
     12015.0   -4.19863
     12018.0   -4.20232
     12021.1   -4.20690
     12024.1   -4.21241
     12027.1   -4.21884
     12030.1   -4.22618
     12033.1   -4.23439
     12036.1   -4.24340
     12039.1   -4.25310
     12042.1   -4.26339
     12045.1   -4.27413
     12048.1   -4.28517
     12051.1   -4.29631
     12054.1   -4.30738
     12057.1   -4.31818
     12060.2   -4.32848
     12063.2   -4.33808
     12066.2   -4.34675
     12069.2   -4.35426
     12072.2   -4.36041
     12075.2   -4.36497
     12078.2   -4.36775
     12081.2   -4.36856
     12084.2   -4.36723
     12087.2   -4.36359
     12090.2   -4.35752
     12093.2   -4.34890
     12096.2   -4.33765
     12099.2   -4.32372
     12102.3   -4.30707
     12105.3   -4.28769
     12108.3   -4.26563
     12111.3   -4.24092
     12114.3   -4.21365
     12117.3   -4.18395
     12120.3   -4.15194
     12123.3   -4.11778
     12126.3   -4.08167
     12129.3   -4.04381
     12132.3   -4.00443
     12135.3   -3.96376
     12138.3   -3.92206
     12141.4   -3.87960
     12144.4   -3.83665
     12147.4   -3.79347
     12150.4   -3.75035
     12153.4   -3.70756
     12156.4   -3.66535
     12159.4   -3.62399
     12162.4   -3.58372
     12165.4   -3.54478
     12168.4   -3.50736
     12171.4   -3.47167
     12174.4   -3.43789
     12177.4   -3.40615
     12180.5   -3.37659
     12183.5   -3.34932
     12186.5   -3.32440
     12189.5   -3.30190
     12192.5   -3.28184
     12195.5   -3.26422
     12198.5   -3.24904
     12201.5   -3.23623
     12204.5   -3.22576
     12207.5   -3.21753
     12210.5   -3.21144
     12213.5   -3.20738
     12216.5   -3.20523
     12219.5   -3.20485
     12222.6   -3.20610
     12225.6   -3.20882
     12228.6   -3.21285
     12231.6   -3.21806
     12234.6   -3.22427
     12237.6   -3.23135
     12240.6   -3.23914
     12243.6   -3.24752
     12246.6   -3.25635
     12249.6   -3.26552
     12252.6   -3.27493
     12255.6   -3.28449
     12258.6   -3.29411
     12261.7   -3.30373
     12264.7   -3.31332
     12267.7   -3.32283
     12270.7   -3.33224
     12273.7   -3.34155
     12276.7   -3.35077
     12279.7   -3.35992
     12282.7   -3.36901
     12285.7   -3.37811
     12288.7   -3.38725
     12291.7   -3.39648
     12294.7   -3.40587
     12297.7   -3.41548
     12300.8   -3.42537
     12303.8   -3.43560
     12306.8   -3.44623
     12309.8   -3.45732
     12312.8   -3.46892
     12315.8   -3.48107
     12318.8   -3.49382
     12321.8   -3.50718
     12324.8   -3.52118
     12327.8   -3.53582
     12330.8   -3.55109
     12333.8   -3.56698
     12336.8   -3.58345
     12339.8   -3.60046
     12342.9   -3.61796
     12345.9   -3.63588
     12348.9   -3.65414
     12351.9   -3.67266
     12354.9   -3.69134
     12357.9   -3.71006
     12360.9   -3.72873
     12363.9   -3.74721
     12366.9   -3.76539
     12369.9   -3.78315
     12372.9   -3.80035
     12375.9   -3.81687
     12378.9   -3.83258
     12382.0   -3.84737
     12385.0   -3.86112
     12388.0   -3.87371
     12391.0   -3.88506
     12394.0   -3.89506
     12397.0   -3.90363
     12400.0   -3.91071
     12403.0   -3.91623
     12406.0   -3.92015
     12409.0   -3.92244
     12412.0   -3.92308
     12415.0   -3.92205
     12418.0   -3.91938
     12421.1   -3.91508
     12424.1   -3.90919
     12427.1   -3.90176
     12430.1   -3.89285
     12433.1   -3.88252
     12436.1   -3.87086
     12439.1   -3.85797
     12442.1   -3.84394
     12445.1   -3.82887
     12448.1   -3.81288
     12451.1   -3.79608
     12454.1   -3.77859
     12457.1   -3.76053
     12460.2   -3.74202
     12463.2   -3.72317
     12466.2   -3.70410
     12469.2   -3.68493
     12472.2   -3.66574
     12475.2   -3.64666
     12478.2   -3.62775
     12481.2   -3.60911
     12484.2   -3.59081
     12487.2   -3.57291
     12490.2   -3.55548
     12493.2   -3.53854
     12496.2   -3.52213
     12499.2   -3.50628
     12502.3   -3.49099
     12505.3   -3.47627
     12508.3   -3.46210
     12511.3   -3.44848
     12514.3   -3.43537
     12517.3   -3.42273
     12520.3   -3.41053
     12523.3   -3.39872
     12526.3   -3.38725
     12529.3   -3.37606
     12532.3   -3.36509
     12535.3   -3.35428
     12538.3   -3.34357
     12541.4   -3.33290
     12544.4   -3.32221
     12547.4   -3.31144
     12550.4   -3.30056
     12553.4   -3.28950
     12556.4   -3.27823
     12559.4   -3.26672
     12562.4   -3.25494
     12565.4   -3.24286
     12568.4   -3.23050
     12571.4   -3.21783
     12574.4   -3.20487
     12577.4   -3.19164
     12580.5   -3.17815
     12583.5   -3.16445
     12586.5   -3.15058
     12589.5   -3.13659
     12592.5   -3.12253
     12595.5   -3.10847
     12598.5   -3.09447
     12601.5   -3.08062
     12604.5   -3.06698
     12607.5   -3.05365
     12610.5   -3.04069
     12613.5   -3.02819
     12616.5   -3.01624
     12619.5   -3.00491
     12622.6   -2.99428
     12625.6   -2.98442
     12628.6   -2.97541
     12631.6   -2.96730
     12634.6   -2.96014
     12637.6   -2.95399
     12640.6   -2.94889
     12643.6   -2.94485
     12646.6   -2.94191
     12649.6   -2.94008
     12652.6   -2.93934
     12655.6   -2.93970
     12658.6   -2.94113
     12661.7   -2.94361
     12664.7   -2.94709
     12667.7   -2.95151
     12670.7   -2.95684
     12673.7   -2.96298
     12676.7   -2.96989
     12679.7   -2.97746
     12682.7   -2.98562
     12685.7   -2.99428
     12688.7   -3.00334
     12691.7   -3.01270
     12694.7   -3.02227
     12697.7   -3.03195
     12700.8   -3.04164
     12703.8   -3.05125
     12706.8   -3.06068
     12709.8   -3.06986
     12712.8   -3.07869
     12715.8   -3.08710
     12718.8   -3.09502
     12721.8   -3.10238
     12724.8   -3.10915
     12727.8   -3.11526
     12730.8   -3.12068
     12733.8   -3.12539
     12736.8   -3.12937
     12739.8   -3.13261
     12742.9   -3.13510
     12745.9   -3.13687
     12748.9   -3.13792
     12751.9   -3.13828
     12754.9   -3.13799
     12757.9   -3.13709
     12760.9   -3.13562
     12763.9   -3.13363
     12766.9   -3.13118
     12769.9   -3.12833
     12772.9   -3.12514
     12775.9   -3.12167
     12778.9   -3.11800
     12782.0   -3.11418
     12785.0   -3.11029
     12788.0   -3.10637
     12791.0   -3.10251
     12794.0   -3.09874
     12797.0   -3.09514
     12800.0   -3.09175
     12803.0   -3.08861
     12806.0   -3.08577
     12809.0   -3.08327
     12812.0   -3.08113
     12815.0   -3.07939
     12818.0   -3.07807
     12821.1   -3.07719
     12824.1   -3.07675
     12827.1   -3.07676
     12830.1   -3.07723
     12833.1   -3.07816
     12836.1   -3.07955
     12839.1   -3.08138
     12842.1   -3.08365
     12845.1   -3.08634
     12848.1   -3.08945
     12851.1   -3.09295
     12854.1   -3.09683
     12857.1   -3.10107
     12860.2   -3.10567
     12863.2   -3.11059
     12866.2   -3.11583
     12869.2   -3.12136
     12872.2   -3.12718
     12875.2   -3.13326
     12878.2   -3.13960
     12881.2   -3.14618
     12884.2   -3.15299
     12887.2   -3.16002
     12890.2   -3.16726
     12893.2   -3.17469
     12896.2   -3.18231
     12899.2   -3.19011
     12902.3   -3.19807
     12905.3   -3.20619
     12908.3   -3.21445
     12911.3   -3.22285
     12914.3   -3.23137
     12917.3   -3.24001
     12920.3   -3.24874
     12923.3   -3.25755
     12926.3   -3.26643
     12929.3   -3.27537
     12932.3   -3.28435
     12935.3   -3.29335
     12938.3   -3.30236
     12941.4   -3.31137
     12944.4   -3.32036
     12947.4   -3.32932
     12950.4   -3.33824
     12953.4   -3.34711
     12956.4   -3.35593
     12959.4   -3.36469
     12962.4   -3.37339
     12965.4   -3.38203
     12968.4   -3.39061
     12971.4   -3.39916
     12974.4   -3.40767
     12977.4   -3.41617
     12980.5   -3.42467
     12983.5   -3.43320
     12986.5   -3.44178
     12989.5   -3.45043
     12992.5   -3.45919
     12995.5   -3.46808
     12998.5   -3.47713
     13001.5   -3.48637
     13004.5   -3.49583
     13007.5   -3.50552
     13010.5   -3.51547
     13013.5   -3.52570
     13016.5   -3.53621
     13019.5   -3.54700
     13022.6   -3.55807
     13025.6   -3.56942
     13028.6   -3.58101
     13031.6   -3.59282
     13034.6   -3.60480
     13037.6   -3.61691
     13040.6   -3.62908
     13043.6   -3.64123
     13046.6   -3.65330
     13049.6   -3.66519
     13052.6   -3.67680
     13055.6   -3.68802
     13058.6   -3.69874
     13061.7   -3.70885
     13064.7   -3.71823
     13067.7   -3.72676
     13070.7   -3.73431
     13073.7   -3.74078
     13076.7   -3.74605
     13079.7   -3.75002
     13082.7   -3.75260
     13085.7   -3.75371
     13088.7   -3.75328
     13091.7   -3.75128
     13094.7   -3.74766
     13097.7   -3.74242
     13100.8   -3.73558
     13103.8   -3.72717
     13106.8   -3.71726
     13109.8   -3.70593
     13112.8   -3.69330
     13115.8   -3.67949
     13118.8   -3.66468
     13121.8   -3.64905
     13124.8   -3.63281
     13127.8   -3.61617
     13130.8   -3.59940
     13133.8   -3.58274
     13136.8   -3.56646
     13139.8   -3.55086
     13142.9   -3.53621
     13145.9   -3.52279
     13148.9   -3.51089
     13151.9   -3.50078
     13154.9   -3.49273
     13157.9   -3.48698
     13160.9   -3.48376
     13163.9   -3.48326
     13166.9   -3.48567
     13169.9   -3.49111
     13172.9   -3.49971
     13175.9   -3.51153
     13178.9   -3.52659
     13182.0   -3.54489
     13185.0   -3.56638
     13188.0   -3.59095
     13191.0   -3.61846
     13194.0   -3.64874
     13197.0   -3.68155
     13200.0   -3.71665
     13203.0   -3.75373
     13206.0   -3.79246
     13209.0   -3.83249
     13212.0   -3.87344
     13215.0   -3.91490
     13218.0   -3.95647
     13221.1   -3.99772
     13224.1   -4.03822
     13227.1   -4.07756
     13230.1   -4.11534
     13233.1   -4.15114
     13236.1   -4.18461
     13239.1   -4.21539
     13242.1   -4.24318
     13245.1   -4.26768
     13248.1   -4.28868
     13251.1   -4.30598
     13254.1   -4.31943
     13257.1   -4.32894
     13260.2   -4.33448
     13263.2   -4.33604
     13266.2   -4.33370
     13269.2   -4.32756
     13272.2   -4.31779
     13275.2   -4.30460
     13278.2   -4.28824
     13281.2   -4.26899
     13284.2   -4.24719
     13287.2   -4.22318
     13290.2   -4.19735
     13293.2   -4.17008
     13296.2   -4.14178
     13299.2   -4.11286
     13302.3   -4.08373
     13305.3   -4.05477
     13308.3   -4.02636
     13311.3   -3.99886
     13314.3   -3.97260
     13317.3   -3.94786
     13320.3   -3.92490
     13323.3   -3.90393
     13326.3   -3.88512
     13329.3   -3.86857
     13332.3   -3.85436
     13335.3   -3.84249
     13338.3   -3.83293
     13341.4   -3.82558
     13344.4   -3.82032
     13347.4   -3.81695
     13350.4   -3.81524
     13353.4   -3.81495
     13356.4   -3.81577
     13359.4   -3.81738
     13362.4   -3.81945
     13365.4   -3.82161
     13368.4   -3.82352
     13371.4   -3.82480
     13374.4   -3.82511
     13377.4   -3.82411
     13380.5   -3.82149
     13383.5   -3.81697
     13386.5   -3.81030
     13389.5   -3.80127
     13392.5   -3.78971
     13395.5   -3.77552
     13398.5   -3.75864
     13401.5   -3.73906
     13404.5   -3.71684
     13407.5   -3.69208
     13410.5   -3.66495
     13413.5   -3.63568
     13416.5   -3.60454
     13419.5   -3.57185
     13422.6   -3.53798
     13425.6   -3.50334
     13428.6   -3.46836
     13431.6   -3.43352
     13434.6   -3.39930
     13437.6   -3.36620
     13440.6   -3.33472
     13443.6   -3.30535
     13446.6   -3.27858
     13449.6   -3.25488
     13452.6   -3.23468
     13455.6   -3.21838
     13458.6   -3.20635
     13461.7   -3.19888
     13464.7   -3.19625
     13467.7   -3.19864
     13470.7   -3.20620
     13473.7   -3.21899
     13476.7   -3.23702
     13479.7   -3.26022
     13482.7   -3.28847
     13485.7   -3.32156
     13488.7   -3.35924
     13491.7   -3.40118
     13494.7   -3.44700
     13497.7   -3.49629
     13500.8   -3.54855
     13503.8   -3.60328
     13506.8   -3.65994
     13509.8   -3.71794
     13512.8   -3.77671
     13515.8   -3.83565
     13518.8   -3.89416
     13521.8   -3.95165
     13524.8   -4.00754
     13527.8   -4.06128
     13530.8   -4.11236
     13533.8   -4.16027
     13536.8   -4.20458
     13539.8   -4.24488
     13542.9   -4.28083
     13545.9   -4.31213
     13548.9   -4.33855
     13551.9   -4.35990
     13554.9   -4.37608
     13557.9   -4.38702
     13560.9   -4.39274
     13563.9   -4.39328
     13566.9   -4.38876
     13569.9   -4.37937
     13572.9   -4.36530
     13575.9   -4.34683
     13578.9   -4.32426
     13582.0   -4.29792
     13585.0   -4.26818
     13588.0   -4.23542
     13591.0   -4.20007
     13594.0   -4.16252
     13597.0   -4.12322
     13600.0   -4.08260
     13603.0   -4.04106
     13606.0   -3.99905
     13609.0   -3.95696
     13612.0   -3.91518
     13615.0   -3.87408
     13618.0   -3.83403
     13621.1   -3.79533
     13624.1   -3.75831
     13627.1   -3.72322
     13630.1   -3.69032
     13633.1   -3.65984
     13636.1   -3.63197
     13639.1   -3.60687
     13642.1   -3.58470
     13645.1   -3.56558
     13648.1   -3.54961
     13651.1   -3.53687
     13654.1   -3.52742
     13657.1   -3.52132
     13660.2   -3.51858
     13663.2   -3.51925
     13666.2   -3.52331
     13669.2   -3.53078
     13672.2   -3.54163
     13675.2   -3.55586
     13678.2   -3.57343
     13681.2   -3.59431
     13684.2   -3.61845
     13687.2   -3.64582
     13690.2   -3.67633
     13693.2   -3.70993
     13696.2   -3.74652
     13699.2   -3.78602
     13702.3   -3.82831
     13705.3   -3.87326
     13708.3   -3.92073
     13711.3   -3.97055
     13714.3   -4.02254
     13717.3   -4.07648
     13720.3   -4.13214
     13723.3   -4.18927
     13726.3   -4.24758
     13729.3   -4.30678
     13732.3   -4.36652
     13735.3   -4.42646
     13738.3   -4.48622
     13741.4   -4.54541
     13744.4   -4.60362
     13747.4   -4.66043
     13750.4   -4.71539
     13753.4   -4.76807
     13756.4   -4.81803
     13759.4   -4.86482
     13762.4   -4.90800
     13765.4   -4.94716
     13768.4   -4.98189
     13771.4   -5.01181
     13774.4   -5.03656
     13777.4   -5.05582
     13780.5   -5.06930
     13783.5   -5.07678
     13786.5   -5.07804
     13789.5   -5.07295
     13792.5   -5.06141
     13795.5   -5.04339
     13798.5   -5.01891
     13801.5   -4.98804
     13804.5   -4.95094
     13807.5   -4.90779
     13810.5   -4.85886
     13813.5   -4.80446
     13816.5   -4.74495
     13819.5   -4.68074
     13822.6   -4.61231
     13825.6   -4.54014
     13828.6   -4.46478
     13831.6   -4.38679
     13834.6   -4.30676
     13837.6   -4.22530
     13840.6   -4.14303
     13843.6   -4.06057
     13846.6   -3.97853
     13849.6   -3.89752
     13852.6   -3.81813
     13855.6   -3.74092
     13858.6   -3.66642
     13861.7   -3.59512
     13864.7   -3.52749
     13867.7   -3.46392
